@RELATION walk
@ATTRIBUTE mean_x   NUMERIC
@ATTRIBUTE mean_y   NUMERIC
@ATTRIBUTE mean_z   NUMERIC
@ATTRIBUTE stdev_x  NUMERIC
@ATTRIBUTE stdev_y  NUMERIC
@ATTRIBUTE stdev_z  NUMERIC
@ATTRIBUTE energy_x NUMERIC
@ATTRIBUTE energy_y NUMERIC
@ATTRIBUTE energy_z NUMERIC
@ATTRIBUTE class    {walking,standing}
@DATA
-0.0010858411174063662,0.028347471529041362,0.07517393927330353,0.032773670782618086,0.1864853508467586,0.40373027936444883,0.27420077866335235,9.073796710886857,43.01121232464429,standing
-0.01753544339331885,-0.006188508879319472,0.0017247511036802762,0.12170487731766669,0.09327950273604206,0.19472038323804455,3.855797570941704,2.2285759322144925,9.669348590525242,standing
-0.14436135530420666,-0.09570396012135211,-0.14922939833844398,0.7793415054659292,0.4046702043087734,0.6437189074257504,160.21525287793355,44.103050918727476,111.366347915322,standing
-0.12830624501372284,-0.09139108796853707,-0.14923367955740047,0.7916998166202239,0.4003126489978198,0.6489495066237505,164.04549098974476,43.00200204742991,113.09083977278429,standing
-4.573188263333381E-4,6.382372090594961E-4,-6.44615822919662E-4,0.19894704100660537,0.06956062515483857,0.22554020419699847,10.092934446917699,1.2339678266068206,12.971544221419235,standing
9.989008011337718E-4,-0.0033091442199638297,-0.001778837494749286,0.14514578325958807,0.047860457160407745,0.15492267672621216,5.372416529019527,0.5869122681787645,6.121074171108877,standing
0.003813894043237121,-0.013322817219974758,0.001418636929101972,0.2537419857946569,0.1296900372754241,0.16445675925862388,16.421897537199023,4.33441332038902,6.897251752660077,standing
0.0012615827021120957,-0.004557800486114813,-0.004533922955958626,0.3161520358746407,0.1560189175773528,0.24737281485598805,25.488195443132597,6.212503201301702,15.609556383179518,standing
-0.0016201919288136367,0.0022933505064105138,-0.003969222318061955,0.2405527847910001,0.10031299946603098,0.25385688596910544,14.756410784632724,2.567334375652931,16.43707944105997,standing
0.006269044659402796,-0.010727974508762778,0.01762425442365518,0.32580951285463877,0.24640252689051428,0.48004597612332434,27.078779895738244,15.511585236685368,58.8427727660713,standing
0.1132354313241209,-0.1023621809894606,0.022530277347059955,0.5152770798981524,0.6336710444220878,0.7543620049021141,70.98766891666654,105.07481521825142,145.24076781190217,standing
0.11262078475924121,-0.09747879543423933,0.011228150830415872,0.43604003812515846,0.5916759138330201,0.6015952703461818,51.73034422319402,91.70304027076935,92.32107594323269,standing
0.004029953595636855,-7.037068414397891E-4,9.923026115264888E-4,0.21608464138304667,0.14616146831369575,0.11500778964441304,11.910763496269839,5.447736351051543,3.373083952222917,standing
-0.003083099809231019,5.641189738168836E-4,-0.002282361853252435,0.2076452090619858,0.1400626202545989,0.11345746728106278,10.99714928496598,5.002553553044385,3.283845753828602,standing
5.822932503532156E-4,-7.770081579048043E-4,2.8364278913812623E-4,0.12768921466953329,0.07227142011712094,0.06926952138047004,4.157743364195093,1.3320598901345089,1.2235785770585992,standing
0.003563148092907637,5.624375664248227E-5,-0.0016108118859290699,0.08748591533342123,0.08965561830944331,0.07740346538121488,1.954965454569265,2.0497239329045986,1.5284448425428943,standing
0.0016566464370287607,9.320919869852072E-4,0.00429363147217046,0.10670123359594216,0.1093951927281814,0.09674244412630507,2.9039166651972765,3.0518860006100637,2.3912900557924934,standing
-9.131493342288746E-4,-6.104151453123485E-4,5.524967931729552E-4,0.07822833022969411,0.07697519511578832,0.07669268427097185,1.560729734361042,1.5110164563962958,1.4999289389680364,standing
-0.0023727142373463793,-7.962064237778488E-4,-0.007351322189240945,0.062878811639591,0.052656380355491444,0.052840211839326995,1.009646184917968,0.7071993598315913,0.7258171728524516,standing
-5.292672970390417E-4,1.8639766223962906E-4,0.0019505332692134906,0.04879994799312838,0.03559469881307017,0.0360021283993944,0.60733761736483,0.3230894533029146,0.33149305105683663,standing
2.5066280553836395E-4,-1.7463132022827759E-4,0.0025199573922086447,0.030739509287196855,0.024350270778607772,0.029770958329607487,0.24097002991207714,0.1512064071839269,0.22763468719131114,standing
4.399744743146671E-4,-1.7794337686032605E-4,-8.903568951003009E-4,0.02967943019401196,0.022510973272459853,0.027836550367080576,0.22467104289325415,0.12922780495113204,0.19779569202901606,standing
0.0035298692605380336,2.4321824495551758E-4,0.007417349405100283,0.0462785214168111,0.032430731301028935,0.04106494956974973,0.5493236479652958,0.2682119885528409,0.44409854168987295,standing
6.106119223272136E-4,6.13321044989528E-5,0.0019097550572727464,0.07198422198446949,0.0397064527988716,0.05201212224846365,1.3214361435623352,0.4020345734131234,0.6907751935821969,standing
-0.0032127351253420093,2.3197151661830096E-4,-0.005790790522206899,0.12752570621786916,0.0703427414081147,0.07433006159340481,4.149657812071727,1.2617795991071081,1.4174488176494908,standing
